DATE,User_ID,USER_TYPE,no_of_bets_placed,deposit_amount,bet_amount,bet_won_amount,withdrawal_amount,total_bonus_payout,bonus_names
29/02/2024,1044,VIP,0,0,0,413.67,0,0,
29/02/2024,1058,VIP,1,0,196.3,0,0,0,
29/02/2024,1060,player,0,140.05,0,0,0,0,
29/02/2024,1061,player,0,338.46,0,0,0,0,
29/02/2024,1067,VIP,0,0,0,0,69.54,0,
29/02/2024,1071,player,0,0,0,0,308.37,0,
29/02/2024,1072,player,0,0,0,92.2,381.27,0,
29/02/2024,1074,VIP,0,368.25,0,125.13,0,0,
29/02/2024,1076,player,1,0,439.08,285.55,0,0,
29/02/2024,1077,VIP,1,0,174.17,0,0,0,
29/02/2024,1084,player,0,0,0,0,217.12,0,
29/02/2024,1086,VIP,1,0,419.85,0,40.54,0,
29/02/2024,1089,player,1,0,359.01,0,0,0,
29/02/2024,1092,player,0,120.25,0,0,0,0,
01/03/2024,1005,player,0,0,0,283.2,0,0,
01/03/2024,1012,player,0,0,0,0,172.41,0,
01/03/2024,1018,player,1,0,32.47,0,0,0,
01/03/2024,1019,player,0,137.76,0,0,0,0,
01/03/2024,1020,player,0,0,0,286.49,0,0,
01/03/2024,1023,player,0,0,0,0,24.47,0,
01/03/2024,1040,player,0,0,0,92.07,0,0,
01/03/2024,1042,player,0,428.35,0,361.26,0,0,
01/03/2024,1045,VIP,0,206.57,0,0,0,0,
01/03/2024,1047,player,0,0,0,116.96,0,0,
01/03/2024,1049,player,0,0,0,0,415.69,0,
01/03/2024,1051,VIP,0,0,0,272.44,0,0,
01/03/2024,1056,player,0,92.58,0,0,0,0,
01/03/2024,1057,player,0,0,0,107.31,0,0,
01/03/2024,1058,VIP,0,0,0,493.57,0,0,
01/03/2024,1059,VIP,0,94.36,0,0,0,0,
01/03/2024,1065,player,0,124.52,0,0,0,0,
01/03/2024,1069,player,0,303.07,0,0,0,0,
01/03/2024,1073,VIP,0,0,0,0,310.87,0,
01/03/2024,1075,VIP,0,195.2,0,0,0,0,
01/03/2024,1085,player,0,0,0,0,316.16,0,
01/03/2024,1086,VIP,0,450.21,0,0,0,0,
01/03/2024,1087,player,0,472.9,0,0,0,0,
01/03/2024,1098,player,0,103.8,0,0,5.65,0,
01/03/2024,1099,player,0,230.67,0,0,0,0,
02/03/2024,1001,player,0,0,0,358.21,0,0,
02/03/2024,1008,player,0,0,0,0,434.46,0,
02/03/2024,1017,player,0,315.3,0,0,0,0,
02/03/2024,1020,player,0,0,0,0,23.51,0,
02/03/2024,1021,player,0,327.14,0,0,0,0,
02/03/2024,1023,player,0,0,0,277.24,0,0,
02/03/2024,1024,player,0,0,0,49.17,0,0,
02/03/2024,1037,player,0,68.95,0,0,0,0,
02/03/2024,1038,VIP,0,0,0,605.96,0,0,
02/03/2024,1041,VIP,0,495.54,0,0,0,0,
02/03/2024,1046,player,0,265.88,0,0,344.85,0,
02/03/2024,1050,VIP,1,0,145.7,0,0,0,
02/03/2024,1054,VIP,0,0,0,499.53,0,0,
02/03/2024,1056,player,0,321.7,0,0,322.28,0,
02/03/2024,1057,player,1,0,97.99,325.87,0,0,
02/03/2024,1060,player,0,0,0,603.22,0,0,
02/03/2024,1061,player,1,0,123.45,0,0,0,
02/03/2024,1062,player,0,0,0,257.39,0,0,
02/03/2024,1064,VIP,0,450.97,0,0,0,0,
02/03/2024,1065,player,0,0,0,377.95,0,0,
02/03/2024,1066,player,0,0,0,114.3,0,0,
02/03/2024,1067,VIP,0,0,0,0,68.01,0,
02/03/2024,1069,player,0,148.5,0,0,0,0,
02/03/2024,1070,player,0,0,0,89.09,140.19,0,
02/03/2024,1072,player,1,0,57.67,0,0,0,
02/03/2024,1073,VIP,0,206.44,0,0,0,0,
02/03/2024,1080,player,0,0,0,0,251.32,0,
02/03/2024,1083,VIP,0,419.5,0,0,172.09,0,
02/03/2024,1089,player,0,0,0,76.77,0,0,
02/03/2024,1095,player,0,0,0,390.75,0,0,
02/03/2024,1097,player,0,0,0,0,377.6,0,
03/03/2024,1015,VIP,0,0,0,0,121.31,0,
03/03/2024,1016,player,0,0,0,274.94,0,0,
03/03/2024,1020,player,0,0,0,0,77.06,0,
03/03/2024,1032,player,0,0,0,359.12,0,0,
03/03/2024,1037,player,1,0,274.04,0,0,0,
03/03/2024,1038,VIP,0,0,0,0,91.14,0,
03/03/2024,1039,player,0,0,0,187.3,0,0,
03/03/2024,1042,player,0,0,0,164.43,0,0,
03/03/2024,1047,player,0,123.26,0,0,0,0,
03/03/2024,1049,player,0,68.96,0,0,0,0,
03/03/2024,1054,VIP,0,141.78,0,0,0,0,
03/03/2024,1057,player,1,0,63.08,394.3,0,0,
03/03/2024,1060,player,0,0,0,338.99,0,0,
03/03/2024,1063,player,1,0,19.23,0,0,0,
03/03/2024,1065,player,0,0,0,414.04,0,0,
03/03/2024,1069,player,0,334.57,0,0,0,0,
03/03/2024,1070,player,0,0,0,0,314.03,0,
03/03/2024,1072,player,0,324.91,0,0,147.84,0,
03/03/2024,1074,VIP,0,0,0,407.17,0,0,
03/03/2024,1077,VIP,0,0,0,414.13,0,0,
03/03/2024,1078,VIP,0,216.22,0,0,0,0,
03/03/2024,1080,player,0,0,0,434.97,0,0,
03/03/2024,1087,player,0,0,0,160.34,0,0,
03/03/2024,1093,player,0,0,0,200.12,0,0,
03/03/2024,1095,player,0,0,0,0,68.22,0,
03/03/2024,1096,VIP,0,9.85,0,0,194.17,0,
03/03/2024,1097,player,0,371.97,0,0,65.57,0,
03/03/2024,1098,player,1,0,93.03,0,0,0,
04/03/2024,1007,player,0,0,0,0,75.52,0,
04/03/2024,1008,player,0,26.14,0,393.98,337.7,0,
04/03/2024,1009,VIP,0,0,0,0,194.82,0,
04/03/2024,1017,player,0,0,0,417.69,352.68,0,
04/03/2024,1021,player,0,318.56,0,0,0,0,
04/03/2024,1025,player,0,0,0,0,142.89,0,
04/03/2024,1028,player,0,12.11,0,0,0,0,
04/03/2024,1041,VIP,0,0,0,0,241.6,0,
04/03/2024,1044,VIP,0,0,0,0,93,0,
04/03/2024,1049,player,0,10.47,0,0,0,0,
04/03/2024,1057,player,0,0,0,0,272.81,0,
04/03/2024,1063,player,0,0,0,154.2,0,0,
04/03/2024,1066,player,0,464.39,0,371.29,0,0,
04/03/2024,1072,player,0,444.03,0,0,0,0,
04/03/2024,1073,VIP,0,0,0,135.95,0,0,
04/03/2024,1076,player,0,261.33,0,0,0,0,
04/03/2024,1081,player,0,331.41,0,0,86.65,0,
04/03/2024,1084,player,0,443.45000000000005,0,0,0,0,
04/03/2024,1087,player,0,0,0,461.19,468.35,0,
04/03/2024,1088,player,0,382.14,0,0,44.86,0,
04/03/2024,1091,VIP,0,0,0,200.21,0,0,
04/03/2024,1092,player,0,0,0,91.35,0,0,
04/03/2024,1095,player,0,0,0,465.36,0,0,
04/03/2024,1098,player,0,448.39,0,0,0,0,
04/03/2024,1099,player,1,0,48.45,0,0,0,
05/03/2024,1001,player,0,0,0,287.64,0,0,
05/03/2024,1007,player,0,0,0,11.9,0,0,
05/03/2024,1008,player,0,312.41,0,0,0,0,
05/03/2024,1010,player,0,158.47,0,0,0,0,
05/03/2024,1013,player,0,210.19,0,0,187.3,0,
05/03/2024,1016,player,1,0,451.37,0,0,0,
05/03/2024,1017,player,0,68.69,0,0,0,0,
05/03/2024,1018,player,1,0,34.96,397.1,0,0,
05/03/2024,1025,player,1,0,374.05,498.32000000000005,0,0,
05/03/2024,1028,player,0,0,0,0,281.11,0,
05/03/2024,1037,player,1,0,449.65,0,0,0,
05/03/2024,1046,player,0,345.06,0,0,0,0,
05/03/2024,1050,VIP,0,374.9,0,0,0,0,
05/03/2024,1051,VIP,0,0,0,0,487.59,0,
05/03/2024,1054,VIP,1,0,434.5,0,0,0,
05/03/2024,1062,player,1,0,490.93,332,0,0,
05/03/2024,1069,player,0,323.78,0,0,78.27,0,
05/03/2024,1070,player,0,0,0,0,8.31,0,
05/03/2024,1072,player,0,151.43,0,0,0,0,
05/03/2024,1073,VIP,0,221.99,0,0,0,0,
05/03/2024,1074,VIP,1,0,7.09,0,0,0,
05/03/2024,1082,player,0,0,0,29.84,0,0,
05/03/2024,1088,player,0,0,0,0,130.61,0,
05/03/2024,1092,player,0,0,0,0,392.82,0,
05/03/2024,1097,player,0,0,0,73.98,0,0,
05/03/2024,1098,player,0,0,0,0,404.15,0,
05/03/2024,1099,player,0,0,0,352.6,0,0,
05/03/2024,1100,player,0,0,0,382.91,0,0,
06/03/2024,1003,player,0,0,0,0,406.5,0,
06/03/2024,1005,player,0,0,0,12.46,0,0,
06/03/2024,1007,player,0,0,0,0,134.05,0,
06/03/2024,1012,player,0,375.18,0,0,0,0,
06/03/2024,1016,player,0,0,0,352.5,0,0,
06/03/2024,1017,player,0,258.87,0,0,40.75,0,
06/03/2024,1019,player,0,0,0,313.65,0,0,
06/03/2024,1021,player,0,0,0,0,124.35,0,
06/03/2024,1023,player,0,0,0,82.16,0,0,
06/03/2024,1025,player,0,0,0,478.84,0,0,
06/03/2024,1027,VIP,0,0,0,251.78,0,0,
06/03/2024,1034,VIP,1,56.53,472.78,0,0,0,
06/03/2024,1036,VIP,0,175.2,0,0,0,0,
06/03/2024,1039,player,0,184.81,0,0,375.46,0,
06/03/2024,1040,player,0,0,0,0,220.34,0,
06/03/2024,1042,player,1,0,304.25,0,0,0,
06/03/2024,1059,VIP,0,0,0,384.2,0,0,
06/03/2024,1063,player,0,0,0,426.89,0,0,
06/03/2024,1064,VIP,0,117.78,0,0,0,0,
06/03/2024,1067,VIP,0,0,0,65.01,0,0,
06/03/2024,1072,player,0,0,0,485.51,0,0,
06/03/2024,1075,VIP,0,0,0,79.88,0,0,
06/03/2024,1076,player,0,0,0,0,288.76,0,
06/03/2024,1084,player,0,0,0,0,278.2,0,
06/03/2024,1086,VIP,0,0,0,0,261.91,0,
06/03/2024,1093,player,0,0,0,175.47,0,0,
06/03/2024,1094,VIP,1,0,81.42,64.81,0,0,
06/03/2024,1100,player,0,28.95,0,0,0,0,
07/03/2024,1012,player,0,0,0,0,436.64,0,
07/03/2024,1014,player,0,0,0,332.74,0,0,
07/03/2024,1016,player,0,0,0,445.21,0,0,
07/03/2024,1017,player,0,433.27,0,0,0,0,
07/03/2024,1018,player,0,276.87,0,0,0,0,
07/03/2024,1020,player,1,0,86.98,0,0,0,
07/03/2024,1026,player,0,0,0,0,278.73,0,
07/03/2024,1027,VIP,0,0,0,358.97,0,0,
07/03/2024,1033,player,1,0,304.12,0,0,0,
07/03/2024,1034,VIP,0,0,0,0,318.55,0,
07/03/2024,1035,player,0,0,0,0,259.46,0,
07/03/2024,1043,player,1,0,53.77,0,0,0,
07/03/2024,1053,VIP,1,459.26,291.67,0,0,0,
07/03/2024,1054,VIP,1,0,433.75,0,0,0,
07/03/2024,1064,VIP,1,344.09,65.31,0,0,0,
07/03/2024,1071,player,0,0,0,336.83,0,0,
07/03/2024,1072,player,0,0,0,0,354.83,0,
07/03/2024,1075,VIP,0,0,0,141.36,0,0,
07/03/2024,1081,player,0,283.6,0,0,0,0,
07/03/2024,1084,player,0,0,0,0,513.02,0,
07/03/2024,1085,player,0,158.03,0,209.81,0,0,
07/03/2024,1089,player,0,481.83,0,0,0,0,
07/03/2024,1090,player,0,0,0,0,395.18,0,
07/03/2024,1091,VIP,0,0,0,0,110.38,0,
07/03/2024,1093,player,0,27.96,0,0,0,0,
07/03/2024,1097,player,0,0,0,0,261.13,0,
08/03/2024,1001,player,0,76.22,0,0,0,0,
08/03/2024,1002,player,0,0,0,0,265.96,0,
08/03/2024,1003,player,0,288.02,0,0,0,0,
08/03/2024,1006,player,0,421.64,0,0,0,0,
08/03/2024,1016,player,1,0,242.05,0,0,0,
08/03/2024,1017,player,0,0,0,49.18,0,0,
08/03/2024,1024,player,0,0,0,489.42,0,0,
08/03/2024,1025,player,0,0,0,0,354.52,0,
08/03/2024,1028,player,1,0,455.91,0,0,0,
08/03/2024,1029,player,1,123.15,399.84,0,0,0,
08/03/2024,1031,VIP,0,0,0,309.74,0,0,
08/03/2024,1034,VIP,0,0,0,0,224.82,0,
08/03/2024,1037,player,1,0,56.08,0,0,0,
08/03/2024,1040,player,0,0,0,250.36,0,0,
08/03/2024,1043,player,0,919.8299999999999,0,0,200.91,0,
08/03/2024,1046,player,0,249.18,0,0,0,0,
08/03/2024,1047,player,0,0,0,0,331.94,0,
08/03/2024,1049,player,0,0,0,162.74,0,0,
08/03/2024,1052,VIP,0,0,0,278.72,0,0,
08/03/2024,1058,VIP,0,0,0,279.51,0,0,
08/03/2024,1060,player,0,0,0,207.25,81.05,0,
08/03/2024,1061,player,0,0,0,0,303.16,0,
08/03/2024,1064,VIP,0,0,0,0,132.55,0,
08/03/2024,1065,player,0,0,0,858.6500000000001,0,0,
08/03/2024,1070,player,0,19.75,0,0,0,0,
08/03/2024,1074,VIP,0,0,0,0,307.04,0,
08/03/2024,1076,player,0,0,0,496.63,0,0,
08/03/2024,1078,VIP,0,0,0,259.64,0,0,
08/03/2024,1080,player,0,73.54,0,0,0,0,
08/03/2024,1081,player,0,0,0,0,25.17,0,
08/03/2024,1082,player,0,0,0,0,515.46,0,
08/03/2024,1094,VIP,0,0,0,0,429.15,0,
08/03/2024,1095,player,0,0,0,496.51,0,0,
09/03/2024,1002,player,0,0,0,0,305.61,0,
09/03/2024,1008,player,0,0,0,0,342.92,0,
09/03/2024,1013,player,0,0,0,450.4,0,0,
09/03/2024,1016,player,1,0,249.95,0,0,0,
09/03/2024,1019,player,1,0,177.54,0,0,0,
09/03/2024,1026,player,0,130.67,0,0,0,0,
09/03/2024,1027,VIP,0,0,0,0,270.49,0,
09/03/2024,1029,player,0,0,0,188.57,0,0,
09/03/2024,1044,VIP,0,0,0,0,452.67,0,
09/03/2024,1050,VIP,0,0,0,129.03,0,0,
09/03/2024,1057,player,0,337.38,0,0,0,0,
09/03/2024,1058,VIP,0,0,0,0,324.9,0,
09/03/2024,1064,VIP,1,0,128.07,0,0,0,
09/03/2024,1067,VIP,0,0,0,0,262.23,0,
09/03/2024,1069,player,0,0,0,0,442.64,0,
09/03/2024,1070,player,1,0,44.52,0,0,0,
09/03/2024,1074,VIP,1,0,475.21,0,0,0,
09/03/2024,1080,player,1,0,138.83,0,0,0,
09/03/2024,1090,player,0,89.03,0,0,0,0,
09/03/2024,1091,VIP,0,0,0,397.51,0,0,
09/03/2024,1092,player,0,198.91,0,0,0,0,
09/03/2024,1097,player,0,0,0,173.5,0,0,
10/03/2024,1001,player,0,312.27,0,0,277.91,0,
10/03/2024,1004,VIP,0,550.1899999999999,0,0,0,0,
10/03/2024,1010,player,0,0,0,0,244.66,0,
10/03/2024,1020,player,1,0,44.53,0,0,0,
10/03/2024,1022,VIP,0,0,0,229.46,0,0,
10/03/2024,1024,player,0,235.05,0,0,0,0,
10/03/2024,1026,player,0,0,0,0,303.29,0,
10/03/2024,1028,player,0,0,0,0,162.94,0,
10/03/2024,1029,player,0,351.67,0,0,0,0,
10/03/2024,1033,player,0,0,0,0,244.11,0,
10/03/2024,1036,VIP,1,0,203.34,0,0,0,
10/03/2024,1038,VIP,0,0,0,0,143.43,0,
10/03/2024,1041,VIP,1,0,19.78,0,0,0,
10/03/2024,1042,player,0,0,0,0,225.38,0,
10/03/2024,1043,player,0,0,0,76.37,323.6,0,
10/03/2024,1050,VIP,0,0,0,83.8,0,0,
10/03/2024,1060,player,1,0,224.96,0,0,0,
10/03/2024,1063,player,0,0,0,0,388.62,0,
10/03/2024,1064,VIP,0,0,0,217.94,0,0,
10/03/2024,1065,player,0,0,0,382.98,122.35,0,
10/03/2024,1079,player,0,0,0,89.45,0,0,
10/03/2024,1099,player,0,222.54,0,0,218.43,0,
11/03/2024,1001,player,1,0,64.87,65.95,0,0,
11/03/2024,1004,VIP,0,0,0,358.31,0,0,
11/03/2024,1010,player,0,148.11,0,0,0,0,
11/03/2024,1012,player,0,0,0,226.37,439.84,0,
11/03/2024,1013,player,0,424.24,0,0,0,0,
11/03/2024,1015,VIP,0,0,0,323.81,0,0,
11/03/2024,1016,player,1,151.98,353.72,0,0,0,
11/03/2024,1020,player,0,0,0,0,267.01,0,
11/03/2024,1021,player,0,165.53,0,0,0,0,
11/03/2024,1024,player,0,0,0,0,13.22,0,
11/03/2024,1025,player,0,0,0,159.79,0,0,
11/03/2024,1027,VIP,0,0,0,0,273.99,0,
11/03/2024,1031,VIP,1,0,67.4,0,0,0,
11/03/2024,1033,player,0,0,0,0,255.61,0,
11/03/2024,1048,VIP,0,0,0,270.58,0,0,
11/03/2024,1062,player,0,0,0,0,186.93,0,
11/03/2024,1068,player,1,0,133.45,145.37,0,0,
11/03/2024,1070,player,0,0,0,0,454.27,0,
11/03/2024,1076,player,0,264.64,0,0,0,0,
11/03/2024,1077,VIP,3,0,823.2900000000001,0,0,0,
11/03/2024,1079,player,0,0,0,169.75,0,0,
11/03/2024,1081,player,0,0,0,425.06,0,0,
11/03/2024,1088,player,0,0,0,38.57,0,0,
11/03/2024,1089,player,0,0,0,331.81,0,0,
11/03/2024,1091,VIP,1,0,129,0,0,0,
11/03/2024,1097,player,0,298.35,0,0,0,0,
12/03/2024,1001,player,0,542.48,0,0,0,0,
12/03/2024,1005,player,0,0,0,0,414.25,0,
12/03/2024,1008,player,0,0,0,0,329.89,0,
12/03/2024,1010,player,0,0,0,320.99,0,0,
12/03/2024,1014,player,0,290.16,0,0,0,0,
12/03/2024,1016,player,0,0,0,470.7,0,0,
12/03/2024,1018,player,0,0,0,0,482.44,0,
12/03/2024,1019,player,1,0,188.9,0,0,0,
12/03/2024,1020,player,0,0,0,0,29.17,0,
12/03/2024,1024,player,0,0,0,274.33,0,0,
12/03/2024,1026,player,0,434.83,0,64.47,0,0,
12/03/2024,1032,player,0,0,0,288.78,0,0,
12/03/2024,1034,VIP,1,0,380.94,307.75,0,0,
12/03/2024,1037,player,0,0,0,366.67,0,0,
12/03/2024,1038,VIP,0,0,0,0,470.21,0,
12/03/2024,1044,VIP,0,96.09,0,0,0,0,
12/03/2024,1045,VIP,0,154.92,0,0,0,0,
12/03/2024,1047,player,0,159.42,0,0,0,0,
12/03/2024,1051,VIP,1,0,337.95,277,0,0,
12/03/2024,1052,VIP,0,0,0,0,473.51,0,
12/03/2024,1054,VIP,0,0,0,241.38,0,0,
12/03/2024,1058,VIP,0,0,0,249.03,0,0,
12/03/2024,1062,player,1,0,316.1,0,0,0,
12/03/2024,1066,player,0,0,0,0,465.87,0,
12/03/2024,1067,VIP,0,0,0,0,365.07,0,
12/03/2024,1068,player,0,0,0,0,310.77,0,
12/03/2024,1072,player,1,0,189.37,0,498.42,0,
12/03/2024,1073,VIP,0,0,0,107.7,0,0,
12/03/2024,1074,VIP,0,225.2,0,34.7,0,0,
12/03/2024,1078,VIP,0,196.71,0,0,0,0,
12/03/2024,1079,player,0,0,0,0,496.22,0,
12/03/2024,1083,VIP,0,219.04,0,123.29,0,0,
12/03/2024,1088,player,1,0,215.14,0,0,0,
12/03/2024,1096,VIP,0,0,0,0,44.83,0,
12/03/2024,1097,player,0,0,0,0,54.38,0,
13/03/2024,1006,player,0,33.17,0,225.23,0,0,
13/03/2024,1008,player,1,0,9.21,0,0,0,
13/03/2024,1012,player,0,0,0,340.86,0,0,
13/03/2024,1014,player,0,86.29,0,0,0,0,
13/03/2024,1015,VIP,0,362.94,0,0,356.68,0,
13/03/2024,1018,player,0,0,0,0,396.16,0,
13/03/2024,1019,player,0,408.68,0,0,0,0,
13/03/2024,1022,VIP,0,248.03,0,0,0,0,
13/03/2024,1023,player,0,0,0,77.12,0,0,
13/03/2024,1035,player,0,0,0,0,494.42,0,
13/03/2024,1036,VIP,0,0,0,0,446.24,0,
13/03/2024,1037,player,0,44.14,0,0,0,0,
13/03/2024,1040,player,1,0,466.41,0,0,0,
13/03/2024,1053,VIP,1,0,102.47,0,0,0,
13/03/2024,1058,VIP,0,181.91,0,0,491.99,0,
13/03/2024,1059,VIP,0,0,0,0,215.8,0,
13/03/2024,1064,VIP,0,0,0,432.29,0,0,
13/03/2024,1067,VIP,0,0,0,490.03,0,0,
13/03/2024,1068,player,0,0,0,0,114.38,0,
13/03/2024,1074,VIP,0,0,0,69.05,0,0,
13/03/2024,1083,VIP,0,0,0,219.94,0,0,
13/03/2024,1084,player,2,0,711.53,0,0,0,
13/03/2024,1091,VIP,0,289.78,0,0,0,0,
13/03/2024,1095,player,0,0,0,0,288.42,0,
13/03/2024,1097,player,1,19.41,270.58,0,0,0,
13/03/2024,1099,player,1,0,465.77,0,0,0,
14/03/2024,1012,player,0,0,0,98.01,0,0,
14/03/2024,1013,player,0,0,0,0,287.4,0,
14/03/2024,1017,player,0,0,0,85.75,0,0,
14/03/2024,1019,player,0,29.38,0,0,0,0,
14/03/2024,1021,player,0,191.98,0,0,394.74,0,
14/03/2024,1028,player,0,0,0,332.13,0,0,
14/03/2024,1030,player,0,381.56,0,0,0,0,
14/03/2024,1033,player,1,0,489.17,0,0,0,
14/03/2024,1038,VIP,0,0,0,71.63,0,0,
14/03/2024,1042,player,0,336.27,0,0,0,0,
14/03/2024,1044,VIP,1,0,188.9,0,0,0,
14/03/2024,1046,player,0,0,0,0,229.34,0,
14/03/2024,1048,VIP,0,212.66,0,0,0,0,
14/03/2024,1051,VIP,0,0,0,0,470.91,0,
14/03/2024,1053,VIP,1,0,283.12,0,0,0,
14/03/2024,1054,VIP,0,202.85,0,0,0,0,
14/03/2024,1057,player,0,0,0,119.27,0,0,
14/03/2024,1060,player,0,361.42,0,0,0,0,
14/03/2024,1062,player,1,11.76,119.07,0,0,0,
14/03/2024,1065,player,0,0,0,408.69,0,0,
14/03/2024,1068,player,1,0,304.63,0,0,0,
14/03/2024,1072,player,0,107.54,0,297.77,0,0,
14/03/2024,1074,VIP,0,324.11,0,0,277.32,0,
14/03/2024,1077,VIP,0,227.76,0,0,0,0,
14/03/2024,1081,player,0,19.07,0,0,0,0,
14/03/2024,1082,player,0,23.4,0,0,0,0,
14/03/2024,1083,VIP,0,0,0,0,387.74,0,
14/03/2024,1095,player,0,0,0,296.56,248.05,0,
14/03/2024,1100,player,0,49.8,0,0,0,0,
15/03/2024,1007,player,0,0,0,107.89,0,0,
15/03/2024,1009,VIP,0,0,0,0,186.8,0,
15/03/2024,1016,player,2,337.41,639.25,0,0,0,
15/03/2024,1019,player,0,379.55,0,0,0,0,
15/03/2024,1020,player,0,118.92,0,0,0,0,
15/03/2024,1022,VIP,0,0,0,0,424.95,0,
15/03/2024,1023,player,1,0,141.08,0,119.23,0,
15/03/2024,1027,VIP,1,0,287.21,0,0,0,
15/03/2024,1028,player,0,270.13,0,0,0,0,
15/03/2024,1029,player,1,0,27.25,0,0,0,
15/03/2024,1044,VIP,0,0,0,54.9,0,0,
15/03/2024,1047,player,0,0,0,190.75,0,0,
15/03/2024,1053,VIP,1,0,224.91,0,0,0,
15/03/2024,1055,VIP,0,0,0,0,333.32,0,
15/03/2024,1057,player,0,0,0,284.62,0,0,
15/03/2024,1059,VIP,0,0,0,0,127.93,0,
15/03/2024,1060,player,0,0,0,155.64,0,0,
15/03/2024,1063,player,0,0,0,0,290.25,0,
15/03/2024,1065,player,0,0,0,0,395.05,0,
15/03/2024,1068,player,1,0,242.95,0,0,0,
15/03/2024,1071,player,0,170.06,0,0,0,0,
15/03/2024,1072,player,0,0,0,0,458.04,0,
15/03/2024,1083,VIP,0,0,0,240.07,0,0,
15/03/2024,1095,player,0,38.05,0,0,320.83,0,
15/03/2024,1097,player,0,360.76,0,0,0,0,
15/03/2024,1098,player,1,0,117.27,0,0,0,
16/03/2024,1001,player,0,0,0,327.02,0,0,
16/03/2024,1005,player,1,0,373.07,0,0,0,
16/03/2024,1013,player,0,0,0,319.69,0,0,
16/03/2024,1015,VIP,0,498.85,0,0,0,0,
16/03/2024,1017,player,1,0,62.56,0,0,0,
16/03/2024,1019,player,0,0,0,0,141.51,0,
16/03/2024,1024,player,0,0,0,0,327.25,0,
16/03/2024,1029,player,0,325.45,0,0,0,0,
16/03/2024,1039,player,1,0,327.19,0,0,0,
16/03/2024,1048,VIP,0,0,0,458.65,0,0,
16/03/2024,1052,VIP,1,0,164.62,0,0,0,
16/03/2024,1053,VIP,1,0,88.58,0,0,0,
16/03/2024,1057,player,1,0,28.1,0,0,0,
16/03/2024,1060,player,1,0,10,0,0,0,
16/03/2024,1066,player,0,18.95,0,0,0,0,
16/03/2024,1067,VIP,0,0,0,0,70.06,0,
16/03/2024,1069,player,0,396.55,0,186.78,0,0,
16/03/2024,1070,player,0,0,0,370.87,0,0,
16/03/2024,1071,player,1,32.45,426.33,0,0,0,
16/03/2024,1072,player,0,75.71,0,200.81,0,0,
16/03/2024,1073,VIP,0,0,0,265.79,0,0,
16/03/2024,1074,VIP,1,0,169.27,0,0,0,
16/03/2024,1075,VIP,0,0,0,336.25,321.12,0,
16/03/2024,1077,VIP,1,0,217.48,0,0,0,
16/03/2024,1078,VIP,0,489.76,0,0,0,0,
16/03/2024,1084,player,0,459.72,0,0,0,0,
16/03/2024,1085,player,1,0,275.24,0,0,0,
16/03/2024,1086,VIP,0,0,0,0,390.16,0,
16/03/2024,1089,player,0,0,0,163.91,0,0,
16/03/2024,1090,player,0,0,0,0,286.62,0,
16/03/2024,1092,player,1,0,351.91,0,0,0,
16/03/2024,1096,VIP,1,0,52.67,0,0,0,
16/03/2024,1098,player,1,0,222.72,0,0,0,
16/03/2024,1099,player,0,297.99,0,0,0,0,
17/03/2024,1005,player,0,0,0,34.06,0,0,
17/03/2024,1011,player,0,71.38,0,366.05,0,0,
17/03/2024,1013,player,0,436.66,0,0,0,0,
17/03/2024,1017,player,1,0,165.05,0,362.13,0,
17/03/2024,1018,player,0,212.3,0,0,0,0,
17/03/2024,1026,player,0,0,0,177.45,0,0,
17/03/2024,1027,VIP,1,197.43,67.04,0,0,0,
17/03/2024,1035,player,1,233.1,108.3,0,0,0,
17/03/2024,1036,VIP,0,464.84,0,0,0,0,
17/03/2024,1038,VIP,0,267.59,0,0,0,0,
17/03/2024,1042,player,0,0,0,363.46,0,0,
17/03/2024,1043,player,0,0,0,0,16.63,0,
17/03/2024,1045,VIP,1,0,353.36,0,0,0,
17/03/2024,1048,VIP,0,369.66,0,0,0,0,
17/03/2024,1051,VIP,0,0,0,126.74,0,0,
17/03/2024,1054,VIP,1,0,438.9,182.76,0,0,
17/03/2024,1055,VIP,0,0,0,115.19,0,0,
17/03/2024,1056,player,0,0,0,207.24,0,0,
17/03/2024,1063,player,0,251.08,0,0,0,0,
17/03/2024,1066,player,0,21.09,0,376.4,0,0,
17/03/2024,1068,player,0,0,0,0,75.16,0,
17/03/2024,1077,VIP,0,0,0,0,408.05,0,
17/03/2024,1079,player,0,0,0,0,142.5,0,
17/03/2024,1082,player,0,0,0,0,366.22,0,
17/03/2024,1087,player,0,0,0,494.37,448.99,0,
17/03/2024,1088,player,1,0,323.24,0,0,0,
17/03/2024,1089,player,0,0,0,316.48,0,0,
17/03/2024,1091,VIP,1,0,411.48,0,0,0,
17/03/2024,1093,player,0,0,0,0,158.75,0,
17/03/2024,1096,VIP,0,0,0,389.72,0,0,
17/03/2024,1098,player,0,0,0,0,35.02,0,
17/03/2024,1100,player,0,277.13,0,0,0,0,
18/03/2024,1010,player,1,0,47.33,0,0,0,
18/03/2024,1013,player,0,0,0,0,160.41,0,
18/03/2024,1015,VIP,0,0,0,279.33,0,0,
18/03/2024,1020,player,0,0,0,463.5,0,0,
18/03/2024,1022,VIP,0,0,0,0,430.68,0,
18/03/2024,1023,player,1,0,60.31,0,0,0,
18/03/2024,1028,player,0,0,0,193.28,0,0,
18/03/2024,1030,player,0,0,0,230.97,0,0,
